Map_Id	Map_Label	Parent_id	Parent_Area	NGI_POLYGON_ID	Geo_PolygonID	LOGICAL_GROUPING	MISSING_SHAPE_FILE	Level	Old ΧΕ Area ID
59-26	Μουσείο - Εξάρχεια - Νεάπολη	59	 Κέντρο Αθήνας		713			3	NO
59-28-99	Μπακνανά	59-28	Νέος Κόσμος		99			4	132
308-254	Μπαλάνα	308	Γέρακας 		254			4	206
137-150	Μπαρουτάδικο	137	Αιγάλεω 		150			4	403
754-432	Μπάτης	754	Παλαιό Φάληρο 		432			4	318
851-79	Μπατσί	851	Σαλαμίνα		603			4	805
258-210	Μπόσκιζα	258	Αχαρνές (Μενίδι)		210			4	405
793-469	Μπουρνάζι	793	Περιστέρι		469			4	415
654-364	Μποφίλια	654	Μεταμόρφωση		364			4	411
680	Μυκήνες	42	Ν. Αργολίδας	1112000				3	802
103-39	Μυκονιάτικα	103	Άγιοι Ανάργυροι		39			4	402
682	Μύκονος	36	Κυκλάδες	8213000				2	829
281-63	Μύτικας	281	Βίλια		587			4	805
7	Ν. Αιτωλοακαρνανίας	88	 Στερεά Ελλάδα	01000000 				2	801
42	Ν. Αργολίδας	89	 Πελοπόννησος	11000000 				2	802
32	Ν. Αρκαδίας	89	 Πελοπόννησος	12000000 				2	803
46	Ν. Άρτας	98	 Ηπειρος	31000000 				2	804
20	Ν. Αχαΐας	89	 Πελοπόννησος	13000000 				2	806
38	Ν. Βοιωτίας	88	 Στερεά Ελλάδα	03000000 				2	807
24	Ν. Γρεβενών	94	 Μακεδονία	51000000 				2	808
35	Ν. Δράμας	94	 Μακεδονία	52000000 				2	809
11	Ν. Έβρου	96	 Θράκη	71000000 				2	811
23	Ν. Ευβοίας	88	 Στερεά Ελλάδα	04000000 				2	812
5	Ν. Ευρυτανίας	88	 Στερεά Ελλάδα	05000000 				2	813
44	Ν. Ηλείας	89	 Πελοπόννησος	14000000 				2	815
17	Ν. Ημαθίας	94	 Μακεδονία	53000000 				2	816
10	Ν. Ηρακλείου	95	 Κρήτη	91000000 				2	817
48	Ν. Θεσσαλονίκης			54000000 				1	819
3	Ν. Ιωαννίνων	98	 Ηπειρος	33000000 				2	820
43	Ν. Καβάλας	94	 Μακεδονία	55000000 				2	821
45	Ν. Καρδίτσας	97	 Θεσσαλία	41000000 				2	822
33	Ν. Καστοριάς	94	 Μακεδονία	56000000 				2	823
51	Ν. Κιλκίς	94	 Μακεδονία	57000000 				2	826
16	Ν. Κοζάνης	94	 Μακεδονία	58000000 				2	827
29	Ν. Κορίνθου	89	 Πελοπόννησος	15000000 				2	828
9	Ν. Λακωνίας	89	 Πελοπόννησος	16000000 				2	830
8	Ν. Λάρισας	97	 Θεσσαλία	42000000 				2	832
39	Ν. Λασιθίου	95	 Κρήτη	92000000 				2	831
31	Ν. Λέσβου			83000000 				1	834
41	Ν. Μαγνησίας	97	 Θεσσαλία	43000000 				2	835
52	Ν. Μεσσηνίας	89	 Πελοπόννησος	17000000 				2	836
49	Ν. Ξάνθης	96	 Θράκη	72000000 				2	837
4	Ν. Πέλλας	94	 Μακεδονία	59000000 				2	839
1	Ν. Πιερίας	94	 Μακεδονία	61000000 				2	840
22	Ν. Πρέβεζας	98	 Ηπειρος	34000000 				2	841
40	Ν. Ρεθύμνου	95	 Κρήτη	93000000 				2	842
28	Ν. Ροδόπης	96	 Θράκη	73000000 				2	843
12	Ν. Σάμου			84000000 				1	844
15	Ν. Σερρών	94	 Μακεδονία	62000000 				2	845
54	Ν. Τρικάλων	97	 Θεσσαλία	44000000 				2	846
18	Ν. Φθιώτιδας	88	 Στερεά Ελλάδα	06000000 				2	847
21	Ν. Φλώρινας	94	 Μακεδονία	63000000 				2	848
6	Ν. Φωκίδας	88	 Στερεά Ελλάδα	07000000 				2	849
14	Ν. Χαλκιδικής			64000000 				1	850
30	Ν. Χανίων	95	 Κρήτη	94000000 				2	851
19	Ν. Χίου			85000000 				1	852
53	Ν.Θεσπρωτίας	98	 Ηπειρος	32000000 				2	818
687	Νάξος	36	Κυκλάδες				M687	2	829
688	Νάουσα	17	Ν. Ημαθίας	5311000				3	816
690	Ναύπακτος	7	Ν. Αιτωλοακαρνανίας	0119000				3	801
790-461	Ναυπηγεία 	790	Πέραμα		461			4	607
691	Ναύπλιο	42	Ν. Αργολίδας	1101000				3	802
215-194	Νέα Αλεξάνδρεια	215	Αργυρούπολη		194			4	303
698	Νέα Αρτάκη	23	Ν. Ευβοίας	0420000				3	812
298-242	Νέα Ελβετία	298	Βύρωνας		242			4	308
699	Νέα Ερυθραία 	60	 Βόρεια & Ανατολικά Προάστια	9928000				3	217
119-7	Νέα Ζωή	119	Αγία Παρασκευή 		7			4	201
793-474	Νέα Ζωή	793	Περιστέρι		474			4	415
702	Νέα Ιωνία	62	 Κεντρικά & Δυτικά Προάστια 	9929000				3	412
290-229	Νέα Κάλυμνος	290	Βούλα		229			4	306
522-333	Νέα Κηφισιά	522	Κηφισιά		333			4	212
793-465	Νέα Κολοκυνθού	793	Περιστέρι		465			4	415
59-98	Νέα Κυψέλη	59	 Κέντρο Αθήνας		98			3	121
165-164	Νέα Λέσβος	165	Μαρούσι		164			4	215
706	Νέα Μάκρη	57	Υπόλοιπο Αττικής	9817000				3	805
706-20	Νέα Μάκρη	706	Νέα Μάκρη		544			4	805
1089	Νεά Παλάτια	57	Υπόλοιπο Αττικής	9877000				3	805
1089-13	Νέα Παλάτια	1089	Νεά Παλάτια		537			4	805
1087	Νέα Πεντέλη	60	 Βόρεια & Ανατολικά Προάστια	9962000				3	220
707	Νέα Πέραμος	57	Υπόλοιπο Αττικής	9709000				3	805
707-74	Νέα Πέραμος (Μεγάλο Πεύκο)	707	Νέα Πέραμος		598			4	805
454-668	Νέα Σεπόλια	454	Ίλιον (Νέα Λιόσια)		668			4	409
793-467	Νέα Σεπόλια	793	Περιστέρι		467			4	415
708	Νέα Σμύρνη	61	 Κεντρικά & Νότια Προάστια	9930000				3	317
709	Νέα Τίρυνθα	42	Ν. Αργολίδας	1114000				3	802
710	Νέα Φιλαδέλφεια	62	 Κεντρικά & Δυτικά Προάστια 	9931000				3	413
59-6-52	Νέα Φιλοθέη	59-6	Αμπελόκηποι		52			4	158
165-166	Νέα Φιλοθέη	165	Μαρούσι		166			4	215
711	Νέα Χαλκηδόνα	62	 Κεντρικά & Δυτικά Προάστια 	9932000				3	414
258-212	Νεάπολη	258	Αχαρνές (Μενίδι)		212			4	405
702-377	Νεάπολη	702	Νέα Ιωνία		377			4	412
722-422	Νεάπολη	722	Νίκαια 		422			4	606
59-26-94	Νεάπολη 	59-26	Μουσείο - Εξάρχεια - Νεάπολη		94			4	131
708-665	Νεκροταφεία	708	Νέα Σμύρνη		665			4	317
754-676	Νεκροταφεία	754	Παλαιό Φάληρο 		676			4	318
110-17	Νεκροταφείο	110	Άγιος Δημήτριος		17			4	301
722-416	Νεκροταφείο 	722	Νίκαια 		416			4	606
110-20	Νεκροταφείο Καλλιθέας	110	Άγιος Δημήτριος		20			4	301
545-346	Νεκροταφείο Νίκαιας 	545	Κορυδαλλός 		346			4	604
713	Νεμέα	29	Ν. Κορίνθου	1508000				3	828
137-148	Νέο Αιγάλεω	137	Αιγάλεω 		148			4	403
790-462	Νέο Ικόνιο	790	Πέραμα		462			4	607
258-661	Νέο Νεκροταφείο Αχαρνών	258	Αχαρνές (Μενίδι)		661			4	405
298-244	Νέο Παγκράτι	298	Βύρωνας		244			4	308
165-173	Νέο Τέρμα 	165	Μαρούσι		173			4	215
63-457	Νέο Φάληρο	63	 Πειραιάς		457			3	508
715	Νέο Ψυχικό 	60	 Βόρεια & Ανατολικά Προάστια	9933000				3	227
702-375	Νεόκτιστα	702	Νέα Ιωνία		375			4	412
706-58	Νέος Βουτζάς	706	Νέα Μάκρη		582			4	805
59-28	Νέος Κόσμος	59	 Κέντρο Αθήνας		714			3	132
355-278	Νέος Οικισμός	355	Δραπετσώνα 		278			4	602
467-311	Νήαρ Ηστ	467	Καισαριανή		311			4	315
13	Νησιά Αργοσαρωνικού				L13	Yes		1	NO
710-399	Νησίδα	710	Νέα Φιλαδέλφεια		399			4	413
722	Νίκαια 	64	 Υπόλοιπο Πειραιά	9610000				3	606
59-29	Νιρβάνα	59	 Κέντρο Αθήνας		108			3	135
725	Νίσυρος	50	Δωδεκάνησα	8119000				2	810
56	Νομός Αττικής						M56	1	NO
59-13-66	Νοσοκομείο Παίδων	59-13	Γουδή		66			4	111
137-146	Νταμαράκια	137	Αιγάλεω 		146			4	403
1108-46	Ντράφι 	1108	Πικέρμι		570			4	805
122-34	Νυμφών	122	Άγιος Στέφανος 		34			4	202
727	Ξάνθη	49	Ν. Ξάνθης	7201000				3	837
851-85	Ξένο	851	Σαλαμίνα		609			4	805
731	Ξυλόκαστρο	29	Ν. Κορίνθου	1509000				3	828
165-167	Ο.Α.Κ.Α.	165	Μαρούσι		167			4	215
1092	Οθωνοί	99	 Νησιά Ιονίου	2263000				2	824
1094	Οινόη	57	Υπόλοιπο Αττικής	9762000				3	805
736	Οινόφυτα	38	Ν. Βοιωτίας	0313000				3	807
737	Οίτυλο	9	Ν. Λακωνίας	1616000				3	830
377-283	Ολυμπιακές Εγκαταστάσεις - Αεροδρόμιο	377	Ελληνικό		283			4	311
258-207	Ολυμπιακό Χωριό	258	Αχαρνές (Μενίδι)		207			4	405
59-15-76	Ομόνοια	59-15	Εμπορικό Τρίγωνο - Πλάκα		76			4	133
710-404	Όπισθεν Renault	710	Νέα Φιλαδέλφεια		404			4	413
744	Ορεστιάδα	11	Ν. Έβρου	7106000				3	811
978-503	Όρια Αιγάλεω	978	Χαϊδάρι		503			4	417
332-270	Όρια Υμηττού	332	Δάφνη		270			4	310
545-348	Όριο Αγίας Βαρβάρας	545	Κορυδαλλός 		348			4	604
165-172	Όριο Βριλησσίων	165	Μαρούσι		172			4	215
644-358	Όριο Βριλησσίων	644	Μελίσσια		358			4	216
644-360	Όριο Κηφισιάς	644	Μελίσσια		360			4	216
750	Ορχομενός	38	Ν. Βοιωτίας	0314000				3	807
63-453	ΟΣΕ	63	 Πειραιάς		453			3	501
475-662	ΟΤΕ	475	Καλλιθέα		662			4	316
59-30	Παγκράτι	59	 Κέντρο Αθήνας		716			3	134
752	Παιανία	57	Υπόλοιπο Αττικής	9818000				3	805
1099	Παλαιά Φώκαια	57	Υπόλοιπο Αττικής	9878000				3	805
1099-55	Παλαιά Φώκαια	1099	Παλαιά Φώκαια		579			4	805
425-301	Παλαιό Ηράκλειο	425	Ηράκλειο 		301			4	211
754	Παλαιό Φάληρο 	61	 Κεντρικά & Νότια Προάστια	9934000				3	318
997	Παλαιό Ψυχικό	60	 Βόρεια & Ανατολικά Προάστια	9945000				3	227
978-497	Παλατάκι	978	Χαϊδάρι		497			4	417
454-411	Παλατιανή	454	Ίλιον (Νέα Λιόσια)		411			4	409
654-366	Παλιές Κουκουβάουνες	654	Μεταμόρφωση		366			4	411
517-102	Παλιοκαμάριζα	517	Κερατέα		626			4	805
758	Παλλήνη 	60	 Βόρεια & Ανατολικά Προάστια	9801000				3	218
754-430	Παναγίτσα	754	Παλαιό Φάληρο 		430			4	318
59-44-137	Παναθηναϊκό Στάδιο	59-44	Στάδιο		137			4	155
59-112	Πανεπιστημιούπολη	59	 Κέντρο Αθήνας		112			3	115
317-268	Πανιωνία	317	Γλυφάδα		268			4	309
195-191	Πανόραμα	195	Άνω Λιόσια		191			4	404
258-213	Πανόραμα	258	Αχαρνές (Μενίδι)		213			4	405
290-225	Πανόραμα	290	Βούλα		225			4	306
522-342	Πανόραμα 	522	Κηφισιά		342			4	212
800-478	Πανόραμα 	800	Πετρούπολη		478			4	416
419-293	Πανόραμα (Αστυνομικά)	419	Ηλιούπολη		293			4	313
59-6-50	Πανόρμου	59-6	Αμπελόκηποι		50			4	107
766	Παπάγου 	60	 Βόρεια & Ανατολικά Προάστια	9935000				3	219
63-433	Παπάγου 	766	Παπάγου 		433			4	219
119-10	Παράδεισος	119	Αγία Παρασκευή 		10			4	201
165-169	Παράδεισος	165	Μαρούσι		169			4	215
776	Πάργα	22	Ν. Πρέβεζας	3406000				3	841
518-328	Πάρκο 	518	Κερατσίνι 		328			4	603
454-412	Πάρκο Αντώνη Τρίτση	454	Ίλιον (Νέα Λιόσια)		412			4	409
195-659	Πάρκο Πόλης	195	Άνω Λιόσια		659			4	404
113-27	Πάρκο Ψυχαγωγίας	113	Άγιος Ιωάννης Ρέντη 		27			4	601
258-124	Πάρνηθα	258	Αχαρνές (Μενίδι)		654			4	405
779	Πάρος	36	Κυκλάδες	8215000				2	829
63-436	Πασαλιμάνι (Μαρίνα Ζέας)	63	 Πειραιάς		436			3	509
980-510	Πάτημα	980	Χαλάνδρι		510			4	225
59-32	Πατήσια	59	 Κέντρο Αθήνας		717			3	135
781	Πάτμος	50	Δωδεκάνησα	8121000				2	810
782	Πάτρα	20	Ν. Αχαΐας	1301000				3	806
635-121	Πάχη	635	Μέγαρα		645			4	805
59-118	Πεδίον Άρεως	59	 Κέντρο Αθήνας		118			3	136
63-451	Πειραϊκή	63	 Πειραιάς		451			3	510
59-119	Πεντάγωνο	59	 Κέντρο Αθήνας		119			3	112
1104	Πεντέλη	60	 Βόρεια & Ανατολικά Προάστια	9963000				3	220
790	Πέραμα	64	 Υπόλοιπο Πειραιά	9611000				3	607
851-94	Πέρανι	851	Σαλαμίνα		618			4	805
304-248	Περιβόλια	304	Γαλάτσι		248			4	406
702-378	Περισσός	702	Νέα Ιωνία		378			4	412
793	Περιστέρι	62	 Κεντρικά & Δυτικά Προάστια 	9936000				3	415
851-92	Περιστέρια	851	Σαλαμίνα		616			4	805
59-35	Πετράλωνα	59	 Κέντρο Αθήνας		718			3	137
800	Πετρούπολη	62	 Κεντρικά & Δυτικά Προάστια 	9937000				3	416
800-481	Πεύκα Βέρδη	800	Πετρούπολη		481			4	416
119-15	Πευκάκια	119	Αγία Παρασκευή 		15			4	201
801	Πεύκη 	60	 Βόρεια & Ανατολικά Προάστια	9938000				3	221
290-230	Πηγαδάκια	290	Βούλα		230			4	306
1108	Πικέρμι	57	Υπόλοιπο Αττικής	9879000				3	805
1108-32	Πικέρμι	1108	Πικέρμι		556			4	805
316-259	Πλαγιά Υμηττού	316	Γλυκά Νερά 		259			4	207
59-15-78	Πλάκα	59-15	Εμπορικό Τρίγωνο - Πλάκα		78			4	138
517-50	Πλάκα 	517	Κερατέα		574			4	805
754-677	Πλανητάριο	754	Παλαιό Φάληρο 		677			4	318
59-36	Πλατεία Αμερικής	59	 Κέντρο Αθήνας		719			3	139
59-37	Πλατεία Αττικής	59	 Κέντρο Αθήνας		720			3	140
59-3-44	Πλατεία Βάθης	59-3	Άγιος Κωνσταντίνος - Πλατεία Βάθης		44			4	141
59-37-124	Πλατεία Βικτωρίας	59-37	Πλατεία Αττικής		124			4	142
993-522	Πλατεία Δημοκρατίας	993	Χολαργός		522			4	226
545-349	Πλατεία Ελευθερίας	545	Κορυδαλλός 		349			4	604
715-409	Πλατεία Ελευθερίας	715	Νέο Ψυχικό 		409			4	227
945-492	Πλατεία Ηρώων	945	Υμηττός 		492			4	319
63-455	Πλατεία Ιπποδαμείας	63	 Πειραιάς		455			3	506
59-15-71	Πλατεία Κάνιγγος	59-15	Εμπορικό Τρίγωνο - Πλάκα		71			4	143
59-15-70	Πλατεία Κλαυθμώνος	59-15	Εμπορικό Τρίγωνο - Πλάκα		70			4	144
59-6-53	Πλατεία Μαβίλη	59-6	Αμπελόκηποι		53			4	156
545-351	Πλατεία Μέμου	545	Κορυδαλλός 		351			4	604
754-425	Πλατεία Ντάβαρη	754	Παλαιό Φάληρο 		425			4	318
59-8-56	Πλατεία Παπαδιαμάντη	59-8	Άνω Πατήσια		56			4	135
258-209	Πλάτωνας	258	Αχαρνές (Μενίδι)		209			4	405
522-334	Πολιτεία	522	Κηφισιά		334			4	212
816	Πολύγυρος	14	Ν. Χαλκιδικής	6401000				2	850010
59-38	Πολύγωνο	59	 Κέντρο Αθήνας		721			3	146
1109	Πολυδένδρι	57	Υπόλοιπο Αττικής	9880000				3	805
980-513	Πολύδροσο	980	Χαλάνδρι		513			4	225
106-4	Πολυκατοικίες	106	Αγία Βαρβάρα 		4			4	401
137-149	Πολυκατοικίες 	137	Αιγάλεω 		149			4	403
454-667	Πολυτέκνων	454	Ίλιον (Νέα Λιόσια)		667			4	409
819	Πόρος	13	Νησιά Αργοσαρωνικού	9612000				2	862
626-5	Πόρτο Ράφτη	626	Μαρκόπουλο		529			4	805
425-300	Πράσινος Λόφος	425	Ηράκλειο 		300			4	211
825	Πρέβεζα	22	Ν. Πρέβεζας	3401000				3	841
59-129	Προμπονά	59	 Κέντρο Αθήνας		129			3	147
710-402	Προσφυγικά	710	Νέα Φιλαδέλφεια		402			4	413
137-145	Προύσης	137	Αιγάλεω 		145			4	403
119-13	Προφήτης Ηλίας	119	Αγία Παρασκευή 		13			4	201
522-343	Προφήτης Ηλίας	522	Κηφισιά		343			4	212
654-367	Προφήτης Ηλίας	654	Μεταμόρφωση		367			4	411
59-722-133	Προφήτης Ηλίας	59-722	Ριζούπολη		133			4	147
978-495	Προφήτης Ηλίας	978	Χαϊδάρι		495			4	417
59-30-110	Προφήτης Ηλίας 	59-30	Παγκράτι		110			4	134
831	Πτολεμαΐδα	16	Ν. Κοζάνης	5813000				3	827
840	Πύργος	44	Ν. Ηλείας	1401000				3	815
258-196	Πυργούθι	258	Αχαρνές (Μενίδι)		196			4	405
945-491	Πυρκάλ Καλυκοποιείο	945	Υμηττός 		491			4	319
317-265	Πυρνάρι	317	Γλυφάδα		265			4	309
841	Ραφήνα	57	Υπόλοιπο Αττικής	9819000				3	805
841-21	Ραφήνα	841	Ραφήνα		545			4	805
258-215	Ρέθι	258	Αχαρνές (Μενίδι)		215			4	405
843	Ρέθυμνο	40	Ν. Ρεθύμνου	9301000				3	842
754-426	Ρέμα Πικροδάφνης	754	Παλαιό Φάληρο 		426			4	318
59-130	Ρηγίλλης	59	 Κέντρο Αθήνας		130			3	118
980-517	Ριζάρειος	980	Χαλάνδρι		517			4	225
59-722	Ριζούπολη	59	 Κέντρο Αθήνας		722			3	102
59-722-132	Ριζούπολη	59-722	Ριζούπολη		132			4	147
106-1	Ριμινίτικα	106	Αγία Βαρβάρα 		1			4	401
454-669	Ριμινιτών	454	Ίλιον (Νέα Λιόσια)		669			4	409
846	Ρίο	20	Ν. Αχαΐας	1317000				3	806
1112	Ροδόπολη	60	 Βόρεια & Ανατολικά Προάστια	9881000				3	222
235	Ρόδος	50	Δωδεκάνησα				M235	2	810
517-115	Ρούντζερι Λέμπρου	517	Κερατέα		639			4	805
59-134	Ρουφ	59	 Κέντρο Αθήνας		134			3	148
911-488	Ρουφ	911	Ταύρος 		488			4	148
851	Σαλαμίνα	57	Υπόλοιπο Αττικής				M851	3	805
851-2	Σαλαμίνα	851	Σαλαμίνα		526			4	805
853	Σαμοθράκη	11	Ν. Έβρου	7108000				3	811
440	Σαντορίνη	36	Κυκλάδες				M440	2	829
1114	Σαρωνίδα	57	Υπόλοιπο Αττικής	9882000				3	805
702-376	Σαφράμπολη	702	Νέα Ιωνία		376			4	412
169-77	Σελήνια	851	Σαλαμίνα		601			4	805
59-135	Σεπόλια	59	 Κέντρο Αθήνας		135			3	149
860	Σέριφος	36	Κυκλάδες	8217000				2	829
861	Σέρρες	15	Ν. Σερρών	6201000				3	845
863	Σητεία	39	Ν. Λασιθίου	9208000				3	831
475-663	Σιβιτανίδειος	475	Καλλιθέα		663			4	316
867	Σιθωνία	14	Ν. Χαλκιδικής	6411000				2	850011
1118	Σίκινος	36	Κυκλάδες	8269000				2	829
165-177	Σισμανόγλειο	165	Μαρούσι		177			4	215
870	Σίφνος	36	Κυκλάδες	8218000				2	829
1120-36	Σκάλα Ωρωπού	1120	Σκάλα Ωρωπού 		560			4	805
1120	Σκάλα Ωρωπού 	57	Υπόλοιπο Αττικής	9883000				3	805
978-501	Σκαραμαγκάς	978	Χαϊδάρι		501			4	805
872	Σκιάθος	91	 Νησιά Βορείων Σποράδων	4319000				2	866
874	Σκόπελος	91	 Νησιά Βορείων Σποράδων	4320000				2	867
467-310	Σκοπευτήριο	467	Καισαριανή		310			4	315
879	Σκύρος	91	 Νησιά Βορείων Σποράδων	0422000				2	868
882	Σούδα	30	Ν. Χανίων	9421000				3	851
110-22	Σούλι	110	Άγιος Δημήτριος		22			4	301
583-53	Σούνιο	583	Λάυριο		577			4	805
884	Σουφλί	11	Ν. Έβρου	7109000				3	811
887	Σπάρτη	9	Ν. Λακωνίας	1601000				3	830
888-22	Σπάτα	888	Σπάτα-Λούτσα		546			4	805
888	Σπάτα-Λούτσα	57	Υπόλοιπο Αττικής	9820000				3	805
890	Σπέτσες	13	Νησιά Αργοσαρωνικού	9614000				2	863
169-96	Σπιθάρι	851	Σαλαμίνα		620			4	805
59-44	Στάδιο	59	 Κέντρο Αθήνας		723			3	NO
475-664	Σταθμός ΗΣΑΠ Ταύρου	475	Καλλιθέα		664			4	316
59-139	Σταθμός Λαρίσης	59	 Κέντρο Αθήνας		139			3	150
1123	Σταμάτα	60	 Βόρεια & Ανατολικά Προάστια	9884000				3	223
119-14	Σταυρός	119	Αγία Παρασκευή 		14			4	201
308-258	Σταυρός 	308	Γέρακας 		258			4	206
851-88	Στενό	851	Σαλαμίνα		612			4	805
165-179	Στούντιο Άλφα	165	Μαρούσι		179			4	215
258-216	Στρατόπεδο	258	Αχαρνές (Μενίδι)		216			4	405
522-340	Στροφύλι	522	Κηφισιά		340			4	212
897	Στυλίδα	18	Ν. Φθιώτιδας	0621000				3	847
900	Σύβοτα	53	Ν.Θεσπρωτίας	3207000				3	818
1124	Συκάμινος	57	Υπόλοιπο Αττικής	9885000				3	805
902	Σύμη	50	Δωδεκάνησα	8123000				2	810
291-231	Συνοικισμός Εμπορίου	291	Βουλιαγμένη		231			4	307
766-683	Σύνορα με Χολαργό	766	Παπάγου 		683			4	219
59-15-75	Σύνταγμα	59-15	Εμπορικό Τρίγωνο - Πλάκα		75			4	151
393	Συρος	36	Κυκλάδες				M393	2	829
904	Σφακιά	30	Ν. Χανίων	9422000				3	851
906	Σχηματάρι	38	Ν. Βοιωτίας	0316000				3	807
624-123	Σχοινιάς	624	Μαραθώνας		647			4	805
1125	Σχοινούσα	36	Κυκλάδες	8270000				2	829
945-493	Σχολικό Συγκρότημα	945	Υμηττός 		493			4	319
165-161	Σωρός	165	Μαρούσι		161			4	215
137-147	Σωτηράκη	137	Αιγάλεω 		147			4	403
355-276	Ταμπάκικα	355	Δραπετσώνα 		276			4	602
63-444	Ταμπούρια 	63	 Πειραιάς		444			3	603
518-324	Ταμπούρια 	518	Κερατσίνι 		324			4	603
910	Τανάγρα	38	Ν. Βοιωτίας	0317000				3	807
291-232	Τάσσιανη	291	Βουλιαγμένη		232			4	307
911	Ταύρος 	64	 Υπόλοιπο Πειραιά	9939000				3	608
137-144	ΤΕΙ	137	Αιγάλεω 		144			4	403
545-352	Τέρμα Καραβά	545	Κορυδαλλός 		352			4	604
317-266	Τερψιθέα	317	Γλυφάδα		266			4	309
63-450	Τερψιθέα 	63	 Πειραιάς		450			3	512
475-320	Τζιτζιφιές	475	Καλλιθέα		320			4	316
918	Τήλος	50	Δωδεκάνησα	8124000				2	810
1100	Τήνος	36	Κυκλάδες				M1100	2	829
518-330	Τουρκοβούνια 	518	Κερατσίνι 		330			4	603
156-157	Τράχωνες	156	Άλιμος		157			4	302
59-29-109	Τρεις Γέφυρες	59-29	Νιρβάνα		109			4	135
425-305	Τρία Αστέρια	425	Ηράκλειο 		305			4	211
1016-182	Τρίγωνο	1016	Ανθούσα		182			4	203
930	Τρίκαλα	54	Ν. Τρικάλων	4401000				3	846
932	Τρίπολη	32	Ν. Αρκαδίας	1201000				3	803
754-429	Τροκαντερό	754	Παλαιό Φάληρο 		429			4	318
119-12	Τσακός	119	Αγία Παρασκευή 		524			4	201
993-519	Τσακός	993	Χολαργός		519			4	226
793-466	Τσαλαβούτα	793	Περιστέρι		466			4	415
110-21	Τσουκάλι	110	Άγιος Δημήτριος		21			4	301
103-36	Τσούμπα	103	Άγιοι Ανάργυροι		36			4	402
941	Τύρναβος	8	Ν. Λάρισας	4227000				3	832
943	Ύδρα	13	Νησιά Αργοσαρωνικού	9616000				2	864
63-441	Υδραίικα	63	 Πειραιάς		441			3	506
945	Υμηττός 	61	 Κεντρικά & Νότια Προάστια	9940000				3	319
57	Υπόλοιπο Αττικής	56	Νομός Αττικής		802			2	805
766-684	Υπουργείο Μεταφορών	766	Παπάγου 		684			4	219
993-521	Φανερωμένη	993	Χολαργός		521			4	226
955	Φάρσαλα	8	Ν. Λάρισας	4228000				3	832
1017-183	Φασιδέρη	1017	Άνοιξη		183			4	204
483-114	Φέριζα	483	Καλύβια Θωρικού		638			4	805
965	Φιλοθέη	60	 Βόρεια & Ανατολικά Προάστια	9941000				3	224
59-5-47	Φιλοπάππου	59-5	Ακρόπολη		47			4	152
454-671	Φλέβα	454	Ίλιον (Νέα Λιόσια)		671			4	409
754-428	Φλοίσβος	754	Παλαιό Φάληρο 		428			4	318
968	Φλώρινα	21	Ν. Φλώρινας	6301000				3	848
888-112	Φοίνικας	888	Σπάτα-Λούτσα		636			4	805
1131	Φολέγανδρος	36	Κυκλάδες	8271000				2	829
316-260	Φούρεσι	316	Γλυκά Νερά 		260			4	207
63-447	Φρεαττύδα	63	 Πειραιάς		447			3	513
545-353	Φυλακές - Αθλητικό Κέντρο	545	Κορυδαλλός 		353			4	604
975	Φυλή	57	Υπόλοιπο Αττικής	9710000				3	805
978	Χαϊδάρι	62	 Κεντρικά & Δυτικά Προάστια 	9942000				3	417
980	Χαλάνδρι	60	 Βόρεια & Ανατολικά Προάστια	9943000				3	225
984	Χάλκη	50	Δωδεκάνησα	8125000				2	810
722-423	Χαλκηδόνα	722	Νίκαια 		423			4	606
985	Χαλκίδα	23	Ν. Ευβοίας	0401000				3	812
1120-35	Χαλκούτσι	1120	Σκάλα Ωρωπού 		559			4	805
626-61	Χαμολιά	626	Μαρκόπουλο		585			4	805
986	Χανιά	30	Ν. Χανίων	9401000				3	851
517-100	Χάρακας	517	Κερατέα		624			4	805
332-271	Χαραυγή	332	Δάφνη		271			4	310
518-323	Χαραυγή	518	Κερατσίνι 		323			4	603
258-198	Χαραυγή 	258	Αχαρνές (Μενίδι)		198			4	405
475-318	Χαροκόπου	475	Καλλιθέα		318			4	316
63-442	Χατζηκυριάκειο	63	 Πειραιάς		442			3	514
268-222	Χέρωμα	268	Βάρη		222			4	304
59-18-82	Χίλτον	59-18	Ιλίσια		82			4	157
993	Χολαργός	60	 Βόρεια & Ανατολικά Προάστια	9944000				3	226
888-111	Χριστούπολη	888	Σπάτα-Λούτσα		635			4	805
475-315	Χρυσάκη	475	Καλλιθέα		315			4	316
708-390	Χρυσάκη 	708	Νέα Σμύρνη		390			4	317
711-406	Χρυσαλλίδα	711	Νέα Χαλκηδόνα		406			4	414
793-476	Χρυσούπολη	793	Περιστέρι		476			4	415
545-350	Χωματερή	545	Κορυδαλλός 		350			4	604
281-129	Ψάθα	281	Βίλια		652			4	805
165-162	Ψαλίδι	165	Μαρούσι		162			4	215
851-84	Ψιλή Άμμος	851	Σαλαμίνα		608			4	805
59-15-72	Ψυρρή	59-15	Εμπορικό Τρίγωνο - Πλάκα		72			4	153
1133	Ωρωπός	57	Υπόλοιπο Αττικής	9886000				3	805
